Algorithm,Parameters,Validation_MMD
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(0.5)}",0.41928
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(1.5208333333333333)}",0.33645
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(2.5416666666666665)}",0.32364
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(3.5625)}",0.32371
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(4.583333333333333)}",0.32738
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(5.604166666666666)}",0.33159
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(6.625)}",0.33604
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(7.645833333333333)}",0.34090
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(8.666666666666666)}",0.34565
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(9.6875)}",0.35082
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(10.708333333333332)}",0.35631
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(11.729166666666666)}",0.36208
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(12.75)}",0.36793
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(13.770833333333332)}",0.37336
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(14.791666666666666)}",0.37849
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(15.812499999999998)}",0.38315
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(16.833333333333332)}",0.38753
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(17.854166666666664)}",0.39170
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(18.875)}",0.39565
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(19.895833333333332)}",0.39945
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(20.916666666666664)}",0.40309
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(21.9375)}",0.40659
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(22.958333333333332)}",0.40993
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(23.979166666666664)}",0.41312
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.01175), 'nula_friction': np.float64(25.0)}",0.41616
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(0.5)}",0.42594
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(1.5208333333333333)}",0.33677
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(2.5416666666666665)}",0.31505
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(3.5625)}",0.31366
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(4.583333333333333)}",0.31857
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(5.604166666666666)}",0.32317
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(6.625)}",0.32735
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(7.645833333333333)}",0.33152
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(8.666666666666666)}",0.33546
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(9.6875)}",0.33917
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(10.708333333333332)}",0.34292
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(11.729166666666666)}",0.34681
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(12.75)}",0.35084
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(13.770833333333332)}",0.35516
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(14.791666666666666)}",0.35956
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(15.812499999999998)}",0.36421
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(16.833333333333332)}",0.36870
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(17.854166666666664)}",0.37297
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(18.875)}",0.37701
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(19.895833333333332)}",0.38081
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(20.916666666666664)}",0.38438
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(21.9375)}",0.38778
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(22.958333333333332)}",0.39105
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(23.979166666666664)}",0.39421
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.015), 'nula_friction': np.float64(25.0)}",0.39726
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(0.5)}",0.43514
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(1.5208333333333333)}",0.33080
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(2.5416666666666665)}",0.31143
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(3.5625)}",0.31058
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(4.583333333333333)}",0.31173
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(5.604166666666666)}",0.31717
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(6.625)}",0.32141
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(7.645833333333333)}",0.32558
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(8.666666666666666)}",0.32890
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(9.6875)}",0.33238
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(10.708333333333332)}",0.33569
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(11.729166666666666)}",0.33858
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(12.75)}",0.34184
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(13.770833333333332)}",0.34507
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(14.791666666666666)}",0.34834
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(15.812499999999998)}",0.35163
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(16.833333333333332)}",0.35506
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(17.854166666666664)}",0.35856
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(18.875)}",0.36218
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(19.895833333333332)}",0.36587
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(20.916666666666664)}",0.36949
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(21.9375)}",0.37299
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(22.958333333333332)}",0.37635
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(23.979166666666664)}",0.37955
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.018250000000000002), 'nula_friction': np.float64(25.0)}",0.38259
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(0.5)}",0.45933
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(1.5208333333333333)}",0.32484
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(2.5416666666666665)}",0.31172
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(3.5625)}",0.31139
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(4.583333333333333)}",0.31170
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(5.604166666666666)}",0.31285
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(6.625)}",0.31675
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(7.645833333333333)}",0.32004
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(8.666666666666666)}",0.32380
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(9.6875)}",0.32734
underdamped_pro,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'nula_step_size': np.float64(0.0215), 'nula_friction': np.float64(10.708333333333332)}",0.33029
